,Unnamed: 0_df1,class_df1,0_df1,1_df1,2_df1,3_df1,4_df1,image_id,conf_score_df1,iou_score_df1,predicted_class_df1,ispion_df1,ispionpred_df1,result_df1,detected_df1,id,Unnamed: 0_df2,class_df2,0_df2,1_df2,2_df2,3_df2,4_df2,conf_score_df2,iou_score_df2,predicted_class_df2,ispion_df2,ispionpred_df2,result_df2,detected_df2,difference
1099,14516,4,0.0,0.0,0.0,0.0,1.0,4710,0.966264009475708,0.875,4,1,1,TP,1,0,15763,4,0.0107595492154359,0.027676785364747,0.1147873848676681,0.0095050036907196,0.8335795998573303,0.8335795998573303,0.9090909361839294,4,1,1,TP,1,1.1996454809728465
1100,14525,4,0.0,0.0,0.0,0.0,0.9980000257492064,4713,0.9855560064315796,0.8333333333333334,4,1,1,TP,1,1,15772,4,0.0218881908804178,0.0288891326636075,0.2761446237564087,0.1072331964969635,0.5409748554229736,0.5409748554229736,0.875,4,1,1,TP,1,1.8448177687831668
1101,14572,4,0.0,0.003000000026077,0.0010000000474974,0.0,0.9929999709129332,4727,0.95599102973938,0.875,4,1,1,TP,1,1,15819,4,0.0039435201324522,0.061125099658966,0.0509341545403003,0.0104898456484079,0.7619791626930237,0.7619791626930237,0.6451612710952759,4,1,1,TP,1,1.3031852044397443
1102,14585,4,0.0099999997764825,0.0,0.0,0.0,0.9869999885559082,4731,0.9760209918022156,0.5714285714285714,4,1,1,TP,1,2,15832,4,0.0468145683407783,0.0830714404582977,0.0171736627817153,0.1551405787467956,0.6734863519668579,0.6734863519668579,0.5714285969734192,4,1,1,TP,1,1.4655085224421567
1103,14591,1,0.0010000000474974,0.003000000026077,0.003000000026077,0.0,0.9480000138282776,4733,0.917252004146576,0.7142857142857143,4,0,1,FP,1,1,15839,4,0.0091717150062322,0.0400997847318649,0.5723150968551636,0.1728496253490448,0.1686049103736877,0.5723150968551636,0.75,2,1,0,FN,1,5.62261212753043
1104,14612,4,0.0,0.0130000002682209,0.0,0.0,0.9470000267028807,4740,0.9150149822235109,0.8125,4,1,1,TP,1,0,15859,4,0.0006999220931902,0.7554337978363037,0.0340280272066593,0.0001661454152781,0.1941194981336593,0.7554337978363037,0.5652173757553101,1,1,0,FN,1,4.878438466036173
1105,14621,4,0.0020000000949949,0.0,0.0149999996647238,0.0,0.75,4742,0.7100189924240112,0.6,4,1,1,TP,1,0,15868,4,0.0014463971601799,0.002178882015869,0.5183337926864624,0.0191956795752048,0.2848110496997833,0.5183337926864624,0.5,2,1,0,FN,1,2.633324798284926
1106,14633,4,0.0,0.0010000000474974,0.0,0.0010000000474974,0.9940000176429749,4746,0.9457730054855348,1.0,4,1,1,TP,1,0,15880,4,0.0002982558798976,0.021655960008502,0.3847604095935821,0.0003353777574375,0.5613546371459961,0.5613546371459961,0.5199999809265137,4,1,1,TP,1,1.770716676888263
1107,14642,4,0.0,0.0010000000474974,0.0,0.0,0.9980000257492064,4748,0.9567220211029052,0.8333333333333334,4,1,1,TP,1,0,15889,4,0.0002416271308902,0.0110786454752087,0.013511742465198,0.0099456943571567,0.933261215686798,0.933261215686798,0.5,4,1,1,TP,1,1.069368370799344
1108,14644,4,0.0,0.0,0.0010000000474974,0.0,0.9959999918937684,4749,0.947638988494873,1.0,4,1,1,TP,1,0,15891,4,0.0012078358558937,0.0055660521611571,0.7189960479736328,0.0265410915017128,0.2321558147668838,0.7189960479736328,0.5,2,1,0,FN,1,4.290222034256987
1109,14668,2,0.0,0.0049999998882412,0.0049999998882412,0.0,0.9810000061988832,4756,0.9318370223045348,0.7,4,0,1,FP,1,0,15913,4,0.0154798757284879,0.0736922249197959,0.0811640173196792,0.0584646239876747,0.6669390797615051,0.6669390797615051,0.5789473652839661,4,1,1,TP,1,1.470898971086962
1110,14696,4,0.0,0.0,0.0,0.0,0.9570000171661376,4764,0.9017199873924256,0.9,4,1,1,TP,1,1,15943,4,0.0004863493377342,0.0015588825335726,0.0035152495838701,0.0026397570036351,0.8117697834968567,0.8117697834968567,0.5833333134651184,4,1,1,TP,1,1.1789056905317088
1111,14700,4,0.0,0.0,0.006000000052154,0.0,0.9520000219345092,4765,0.9332420229911804,1.0,4,1,1,TP,1,1,15947,4,0.0026208965573459,0.0056078908964991,0.6991197466850281,0.0060132569633424,0.2192301005125045,0.6991197466850281,0.625,2,1,0,FN,1,4.342469486210945
1112,14709,4,0.0,0.0,0.0,0.0,0.9980000257492064,4767,0.965453028678894,0.8,4,1,1,TP,1,1,15956,4,0.0214205943048,0.0294892750680446,0.0327833779156208,0.5553830862045288,0.2909088432788849,0.5553830862045288,0.5714285969734192,3,1,0,FN,1,3.430628008762374
1113,14720,4,0.0,0.0,0.0010000000474974,0.0,0.99099999666214,4770,0.936044991016388,1.0,4,1,1,TP,1,1,15967,4,0.0032008904963731,0.014380351640284,0.0517898611724376,0.2105604410171508,0.5126925110816956,0.5126925110816956,0.5555555820465088,4,1,1,TP,1,1.9329324599871676
1114,14725,4,0.0,0.0,0.0,0.0,0.9990000128746032,4772,0.9647809863090516,0.8333333333333334,4,1,1,TP,1,0,15972,4,0.013439368456602,0.0088543016463518,0.0914863720536232,0.0156574677675962,0.860607385635376,0.860607385635376,0.875,4,1,1,TP,1,1.1608080868804693
1115,14731,4,0.0,0.0010000000474974,0.0,0.0,0.9980000257492064,4776,0.9837020039558412,1.0,4,1,1,TP,1,2,15983,4,0.0209558475762605,0.0660680457949638,0.0779897272586822,0.0231156684458255,0.5729852914810181,0.5729852914810181,0.7586206793785095,4,1,1,TP,1,1.7417550512852358
1116,14741,4,0.0,0.0,0.0010000000474974,0.0,0.9980000257492064,4779,0.9831429719924928,0.6666666666666666,4,1,1,TP,1,0,15993,4,0.007056834641844,0.0072614536620676,0.6949499249458313,0.0103993406519293,0.2659142315387726,0.6949499249458313,0.800000011920929,2,1,0,FN,1,3.7530899342019213
1117,14767,4,0.0,0.0,0.0,0.0,0.9990000128746032,4787,0.9503679871559144,1.0,4,1,1,TP,1,1,16019,4,6.211651907506166e-06,0.0013879586476832,0.0046853660605847,5.002432226319797e-05,0.9798398613929749,0.9798398613929749,0.6000000238418579,4,1,1,TP,1,1.0195543702971928
1118,14788,4,0.0,0.0040000001899898,0.003000000026077,0.0,0.9120000004768372,4793,0.8902000188827515,0.6666666666666666,4,1,1,TP,1,0,16041,4,0.0080571435391902,0.2856362164020538,0.1815796196460724,0.003916130401194,0.4952719807624817,0.4952719807624817,0.5,4,1,1,TP,1,1.8414124681004442
1119,14792,4,0.0,0.006000000052154,0.0040000001899898,0.0,0.9819999933242798,4794,0.9394530057907104,1.0,4,1,1,TP,1,1,16044,4,0.0047262865118682,0.1937635540962219,0.0521617569029331,0.0116312932223081,0.704944372177124,0.704944372177124,0.6842105388641357,4,1,1,TP,1,1.393017707612173
1120,14799,4,0.0,0.003000000026077,0.0,0.0,0.9879999756813048,4796,0.9502859711647034,1.0,4,1,1,TP,1,0,16051,4,0.0705119296908378,0.297974020242691,0.0065940753556787,0.0805475264787674,0.5248258709907532,0.5248258709907532,0.7058823704719543,4,1,1,TP,1,1.882529102111874
1121,14838,4,0.0,0.0,0.0,0.0,0.9990000128746032,4808,0.9788960218429564,0.6,4,1,1,TP,1,0,16094,4,0.000520285218954,0.008182537741959,0.0903879031538963,0.0053444649092853,0.8849509954452515,0.8849509954452515,0.5,4,1,1,TP,1,1.128876082423038
1122,14849,4,0.0010000000474974,0.0010000000474974,0.0010000000474974,0.0010000000474974,0.9449999928474426,4811,0.9221770167350768,0.8333333333333334,4,1,1,TP,1,0,16105,4,0.0151468962430953,0.1766912788152694,0.0406939089298248,0.0227260570973157,0.5823619961738586,0.5823619961738586,0.5555555820465088,4,1,1,TP,1,1.6227020290749223
1123,14871,4,0.0,0.0,0.0010000000474974,0.0,0.9980000257492064,4817,0.9729740023612976,0.875,4,1,1,TP,1,2,16127,4,0.0051155183464288,0.0190374553203582,0.2179330885410308,0.0068001574836671,0.7465749382972717,0.7465749382972717,0.800000011920929,4,1,1,TP,1,1.3367714003705575
1124,14888,4,0.0,0.0,0.0,0.0,0.9980000257492064,4825,0.9825549721717834,1.0,4,1,1,TP,1,0,16152,4,0.004038090351969,0.0198720265179872,0.0344001725316047,0.0300831124186515,0.9006345272064209,0.9006345272064209,0.7142857313156128,4,1,1,TP,1,1.108107668095729
1125,14893,4,0.0,0.0,0.0049999998882412,0.0,0.9610000252723694,4827,0.9423140287399292,1.0,4,1,1,TP,1,1,16157,4,0.0057861991226673,0.0487259998917579,0.1710602194070816,0.0188190396875143,0.7284111976623535,0.7284111976623535,0.5,4,1,1,TP,1,1.3193097914425935
1126,14910,4,0.0,0.0,0.0,0.0,0.9980000257492064,4832,0.9657089710235596,1.0,4,1,1,TP,1,0,16174,4,0.0033849345054477,0.0327544547617435,0.0405630469322204,0.0626032352447509,0.8219988942146301,0.8219988942146301,0.7727272510528564,4,1,1,TP,1,1.214113586737528
1127,14917,4,0.0010000000474974,0.0,0.0,0.0,0.9990000128746032,4835,0.9757069945335388,1.0,4,1,1,TP,1,0,16181,4,0.0022783975582569,0.0152627564966678,0.219386488199234,0.0103282872587442,0.7437544465065002,0.7437544465065002,0.875,4,1,1,TP,1,1.3431852643934037
1128,14928,1,0.0,0.0020000000949949,0.0020000000949949,0.0,0.9810000061988832,4838,0.9496870040893556,1.0,4,0,1,FP,1,1,16192,1,0.012909548357129,0.574257493019104,0.0240175053477287,0.0089509701356291,0.3628844320774078,0.574257493019104,0.6451612710952759,1,0,0,TN,1,2.7033400153953795
1129,14939,4,0.0,0.0,0.0010000000474974,0.0,0.9959999918937684,4841,0.9572700262069702,1.0,4,1,1,TP,1,1,16203,4,0.0071614161133766,0.0282255392521619,0.1674610823392868,0.0936831831932067,0.5508865118026733,0.5508865118026733,0.5,4,1,1,TP,1,1.807994878354426
1130,14951,4,0.0,0.0,0.0010000000474974,0.0,0.921999990940094,4845,0.8972679972648621,1.0,4,1,1,TP,1,1,16215,4,0.0243391003459692,0.0975120291113853,0.0361629240214824,0.2727477252483368,0.4631896913051605,0.4631896913051605,0.5384615659713745,4,1,1,TP,1,1.990545144349204
1131,14964,4,0.003000000026077,0.0,0.0,0.0,0.9679999947547911,4848,0.9513999819755554,1.0,4,1,1,TP,1,1,16228,4,0.0113604394719004,0.0378810428082942,0.1509159356355667,0.0443648211658,0.4876595735549927,0.4876595735549927,0.625,4,1,1,TP,1,1.9849912669573198
1132,14977,4,0.0,0.0010000000474974,0.0,0.0,0.996999979019165,4853,0.9630380272865297,0.9,4,1,1,TP,1,0,16241,4,0.008826233446598,0.0846341624855995,0.0086002871394157,0.0662022456526756,0.8228567242622375,0.8228567242622375,0.692307710647583,4,1,1,TP,1,1.2116325353153818
1133,15011,4,0.0,0.0,0.0,0.0,0.9950000047683716,4865,0.9786720275878906,0.8,4,1,1,TP,1,0,16277,4,0.0080578541383147,0.0045459801331162,0.7053634524345398,0.015422330237925,0.1953137665987014,0.7053634524345398,0.7142857313156128,2,1,0,FN,1,5.094366987518775
1134,15016,1,0.0,0.0049999998882412,0.0020000000949949,0.0,0.8970000147819519,4866,0.8574280142784119,0.8125,4,0,1,FP,1,2,16282,1,0.0041324268095195,0.7620562314987183,0.0497085154056549,0.001448786468245,0.1720470786094665,0.7620562314987183,0.6499999761581421,1,0,0,TN,1,5.213689311273179
1135,15033,4,0.0,0.0010000000474974,0.0,0.0,0.9729999899864196,4871,0.9489740133285522,1.0,4,1,1,TP,1,1,16303,4,0.0211839787662029,0.0421688705682754,0.0448630563914775,0.6715796589851379,0.1976889818906784,0.6715796589851379,0.75,3,1,0,FN,1,4.9218726338754
1136,15034,4,0.0,0.0010000000474974,0.003000000026077,0.0,0.9670000076293944,4873,0.9271979928016664,0.8333333333333334,4,1,1,TP,1,0,16308,4,0.0099303377792239,0.5768789649009705,0.0990105271339416,0.011256206780672,0.2813681662082672,0.5768789649009705,0.5483871102333069,1,1,0,FN,1,3.4367782989125577
1137,15041,4,0.0,0.0089999996125698,0.0,0.0,0.9869999885559082,4876,0.9476940035820008,1.0,4,1,1,TP,1,0,16315,4,0.0097728539258241,0.4486360251903534,0.2069298475980758,0.0330009087920188,0.2862420976161957,0.4486360251903534,0.5306122303009033,1,1,0,FN,1,3.4481300856008796
1138,15043,4,0.0,0.0020000000949949,0.0010000000474974,0.0,0.9950000047683716,4877,0.9647449851036072,1.0,4,1,1,TP,1,0,16317,4,0.0026637176051735,0.1525948345661163,0.286831259727478,0.013154880143702,0.5056241750717163,0.5056241750717163,0.5483871102333069,4,1,1,TP,1,1.9678647774846676
1139,15071,3,0.0,0.0049999998882412,0.0040000001899898,0.0049999998882412,0.9470000267028807,4885,0.9051229953765868,1.0,4,0,1,FP,1,1,16346,3,0.0603269226849079,0.0863520056009292,0.4492271840572357,0.0949687138199806,0.2149534672498703,0.4492271840572357,0.5,2,0,0,TN,1,4.405604798186628
1140,15075,4,0.0,0.0,0.0010000000474974,0.0,0.9929999709129332,4886,0.9514089822769164,1.0,4,1,1,TP,1,0,16349,4,0.0005248391535133,0.0031085803639143,0.7154669761657715,0.0034806479234248,0.2405936419963836,0.7154669761657715,0.6666666865348816,2,1,0,FN,1,4.127290990207709
1141,15080,4,0.0,0.0010000000474974,0.003000000026077,0.0,0.8669999837875366,4888,0.8368600010871887,0.8333333333333334,4,1,1,TP,1,1,16354,4,0.0092962849885225,0.2431119084358215,0.4336669147014618,0.0024224158842116,0.1838929057121276,0.4336669147014618,0.6666666865348816,2,1,0,FN,1,4.714700550464784
1142,15082,2,0.0,0.0010000000474974,0.003000000026077,0.0,0.8790000081062317,4889,0.8441759943962097,1.0,4,0,1,FP,1,0,16356,2,0.0089803384616971,0.1121759191155433,0.3617759943008423,0.0526135563850402,0.1581081598997116,0.3617759943008423,0.5,2,0,0,TN,1,5.5594854096321376
1143,15083,4,0.0,0.006000000052154,0.0070000002160668,0.0,0.9390000104904176,4889,0.88543701171875,0.8461538461538461,4,1,1,TP,1,1,16357,4,0.0065917773172259,0.0601869337260723,0.0032423932570964,0.0163691900670528,0.9043477773666382,0.9043477773666382,0.6304348111152649,4,1,1,TP,1,1.0383173752300061
1144,15089,4,0.0,0.0010000000474974,0.0010000000474974,0.0,0.9860000014305116,4891,0.9289559721946716,0.75,4,1,1,TP,1,0,16363,4,0.0006014841492287,0.0387229844927787,0.0269841309636831,0.0009130346006713,0.8564686179161072,0.8564686179161072,0.5357142686843872,4,1,1,TP,1,1.1512389138431833
1145,15094,4,0.0,0.0,0.0,0.0,0.9700000286102296,4892,0.9213290214538574,1.0,4,1,1,TP,1,1,16368,4,0.0121816052123904,0.0267123319208621,0.1758155673742294,0.0599580630660057,0.600364089012146,0.600364089012146,0.5,4,1,1,TP,1,1.6156862916406138
1146,15098,4,0.0,0.0,0.0,0.0,0.9980000257492064,4893,0.95687997341156,1.0,4,1,1,TP,1,1,16372,4,0.029043948277831,0.4272142946720123,0.0071046967059373,0.040309514850378,0.4475584626197815,0.4475584626197815,0.6000000238418579,4,1,1,TP,1,2.229876338182542
1147,15119,4,0.0010000000474974,0.0,0.0010000000474974,0.0,0.9610000252723694,4899,0.9474769830703736,1.0,4,1,1,TP,1,0,16393,4,0.012202201411128,0.0137061709538102,0.5538825392723083,0.0515054054558277,0.3217893242835998,0.5538825392723083,0.6153846383094788,2,1,0,FN,1,2.986426064357
1148,15138,4,0.0,0.0020000000949949,0.0,0.0,0.9919999837875366,4904,0.9582390189170836,0.7777777777777778,4,1,1,TP,1,0,16412,4,0.0009193293517455,0.0048492606729269,0.0370773412287235,0.0107496939599514,0.9301878809928894,0.9301878809928894,0.6363636255264282,4,1,1,TP,1,1.0664512020181003
1149,15145,4,0.0,0.003000000026077,0.0,0.0,0.9959999918937684,4907,0.975125014781952,0.8571428571428571,4,1,1,TP,1,0,16423,4,0.0080066034570336,0.0654191002249717,0.0629472509026527,0.5919310450553894,0.2631780803203583,0.5919310450553894,0.75,3,1,0,FN,1,3.7845096775588964
1150,15151,4,0.0,0.0,0.0,0.0,0.977999985218048,4910,0.9329469799995422,0.7777777777777778,4,1,1,TP,1,0,16428,2,0.0053570247255265,0.0299668703228235,0.4674619734287262,0.0384631566703319,0.3644803166389465,0.4674619734287262,0.5,2,0,0,TN,1,2.683272430831575
1151,15159,4,0.0,0.0080000003799796,0.0,0.0,0.9629999995231628,4912,0.9123759865760804,1.0,4,1,1,TP,1,0,16437,4,0.0011263246415182,0.0241023730486631,0.0252898912876844,0.0129806557670235,0.9169644117355348,0.9169644117355348,0.5625,4,1,1,TP,1,1.0502043342123788
1152,15174,4,0.0,0.0,0.0,0.0,0.9980000257492064,4917,0.9595580101013184,1.0,4,1,1,TP,1,0,16456,4,0.0010314504615962,0.014283275231719,0.2511194944381714,0.0087846908718347,0.5887167453765869,0.5887167453765869,0.5,4,1,1,TP,1,1.6952125679910999
1153,15198,1,0.0,0.003000000026077,0.0,0.0,0.9829999804496764,4924,0.9385899901390076,1.0,4,0,1,FP,1,0,16480,1,0.0001486417459091,0.7212559580802917,0.0136120235547423,0.0002425798593321,0.2570749223232269,0.7212559580802917,0.52173912525177,1,0,0,TN,1,3.8237879119680347
1154,15213,4,0.0,0.0049999998882412,0.0,0.0,0.9869999885559082,4927,0.9621649980545044,1.0,4,1,1,TP,1,2,16495,4,0.0386289842426776,0.7265294194221497,0.0035221213474869,0.0082963202148675,0.2136487513780594,0.7265294194221497,0.7419354915618896,1,1,0,FN,1,4.619732070464456
1155,15215,4,0.003000000026077,0.0,0.0010000000474974,0.0,0.9629999995231628,4928,0.9372529983520508,0.75,4,1,1,TP,1,1,16497,4,0.3044029176235199,0.0203439909964799,0.0724819675087928,0.1458634734153747,0.192628338932991,0.3044029176235199,0.5,0,1,0,FN,1,4.9992644117549006
1156,15231,4,0.0,0.006000000052154,0.0040000001899898,0.003000000026077,0.9520000219345092,4934,0.9264739751815796,1.0,4,1,1,TP,1,1,16515,3,0.0025211302563548,0.0474615879356861,0.0071335667744278,0.0187653992325067,0.8985678553581238,0.8985678553581238,0.6800000071525574,4,0,1,FP,1,1.0594636968791744
1157,15248,4,0.0,0.0010000000474974,0.0,0.0,0.9990000128746032,4938,0.9601010084152222,1.0,4,1,1,TP,1,0,16533,4,0.0012542058248072,0.0079416977241635,0.0282161962240934,0.009455400519073,0.925973415374756,0.925973415374756,0.8571428656578064,4,1,1,TP,1,1.0788646804404123
1158,15277,4,0.0,0.0020000000949949,0.0,0.0,0.9589999914169312,4949,0.9234020113945008,0.9090909090909092,4,1,1,TP,1,0,16569,4,1.649358637223486e-05,0.0009571590344421,0.0286462195217609,0.0002751440915744,0.9660401940345764,0.9660401940345764,0.6000000238418579,4,1,1,TP,1,0.9927123088033817
1159,15280,4,0.0020000000949949,0.0,0.0,0.0,0.996999979019165,4950,0.9629939794540404,1.0,4,1,1,TP,1,0,16572,4,0.0068944166414439,0.0235224738717079,0.3490082621574402,0.053300704807043,0.5478256344795227,0.5478256344795227,0.6666666865348816,4,1,1,TP,1,1.8199220997870849
1160,15283,4,0.0,0.0,0.0010000000474974,0.0,0.9990000128746032,4951,0.9609900116920472,0.875,4,1,1,TP,1,0,16575,4,0.0013107171980664,0.0276180934160947,0.5721271634101868,0.0042984364554286,0.3685850203037262,0.5721271634101868,0.699999988079071,2,1,0,FN,1,2.710365201633518
1161,15290,4,0.0,0.006000000052154,0.0010000000474974,0.003000000026077,0.949999988079071,4953,0.9048159718513488,0.8571428571428571,4,1,1,TP,1,0,16582,4,0.0133716715499758,0.077665738761425,0.0237297862768173,0.0224103778600692,0.7462733387947083,0.7462733387947083,0.5,4,1,1,TP,1,1.2729919972933748
1162,15295,4,0.0,0.0040000001899898,0.0,0.0,0.9950000047683716,4955,0.9357380270957948,0.7619047619047619,4,1,1,TP,1,0,16587,4,0.0004907035036012,0.104580745100975,0.0637878850102424,0.0004314477846492,0.8096068501472473,0.8096068501472473,0.5714285969734192,4,1,1,TP,1,1.2289915834919207
1163,15300,4,0.0,0.0020000000949949,0.0040000001899898,0.0,0.9810000061988832,4956,0.9303100109100342,0.8571428571428571,4,1,1,TP,1,0,16592,4,0.0059333215467631,0.5992502570152283,0.0288887228816747,0.0084412256255745,0.3139661848545074,0.5992502570152283,0.5,1,1,0,FN,1,3.12454032797666
1164,15317,4,0.0,0.0010000000474974,0.0,0.003000000026077,0.9729999899864196,4961,0.9263349771499634,0.7,4,1,1,TP,1,0,16609,4,0.0605185441672802,0.1442639976739883,0.0048016174696385,0.2737809121608734,0.4864909946918487,0.4864909946918487,0.800000011920929,4,1,1,TP,1,2.0000370008960466
1165,15335,4,0.0,0.003000000026077,0.0,0.0,0.9940000176429749,4966,0.9716010093688964,0.75,4,1,1,TP,1,0,16627,4,2.522951763239689e-05,0.0003901588206645,0.0003375041123945,0.0003711745666805,0.9174222350120544,0.9174222350120544,0.6708860993385315,4,1,1,TP,1,1.0834705980610053
1166,15348,4,0.0,0.0,0.0,0.0,0.9940000176429749,4970,0.9410150051116944,0.7777777777777778,4,1,1,TP,1,1,16642,3,0.0176138579845428,0.0302128102630376,0.0425667092204093,0.6765322685241699,0.1479238718748092,0.6765322685241699,0.5714285969734192,3,0,0,TN,1,6.719672795505353
1167,15380,4,0.0,0.0,0.0,0.0,0.9959999918937684,4981,0.9700019955635072,1.0,4,1,1,TP,1,1,16677,4,0.0075435130856931,0.0100846411660313,0.140565887093544,0.040150236338377,0.7881001830101013,0.7881001830101013,0.75,4,1,1,TP,1,1.2637987065167353
1168,15383,4,0.0,0.0010000000474974,0.0,0.0,0.9959999918937684,4982,0.9477409720420836,0.8333333333333334,4,1,1,TP,1,0,16680,4,0.0120853930711746,0.0252436064183712,0.0205397903919219,0.0336651802062988,0.8094350695610046,0.8094350695610046,0.6363636255264282,4,1,1,TP,1,1.2304878171808726
1169,15386,4,0.0020000000949949,0.0,0.0,0.0,0.9890000224113464,4983,0.9574609994888306,0.6666666666666666,4,1,1,TP,1,0,16683,4,0.005098741967231,0.0089793847873806,0.183455541729927,0.0607107132673263,0.4968876242637634,0.4968876242637634,0.6000000238418579,4,1,1,TP,1,1.990389726201662
1170,15392,4,0.003000000026077,0.0049999998882412,0.0040000001899898,0.0020000000949949,0.7789999842643738,4985,0.7113739848136902,0.5238095238095238,4,1,1,TP,1,0,16690,2,0.0024824207648634,0.0092677511274814,0.4159694015979767,0.2847678959369659,0.1708095967769622,0.4159694015979767,0.5,2,0,0,TN,1,4.5606335882963736
1171,15418,4,0.0,0.0,0.0,0.0,0.9959999918937684,4995,0.9630150198936462,0.75,4,1,1,TP,1,0,16727,4,0.0008234917768277,0.0024711128789931,0.0042050178162753,0.0185948554426431,0.9338008761405944,0.9338008761405944,0.5,4,1,1,TP,1,1.0666085429371661
1172,15453,4,0.0010000000474974,0.0,0.0,0.0,0.996999979019165,5005,0.9534509778022766,0.6666666666666666,4,1,1,TP,1,0,16762,4,0.0141548095270991,0.0129427267238497,0.2255009114742279,0.0161463599652051,0.6920340657234192,0.6920340657234192,0.6666666865348816,4,1,1,TP,1,1.4406804930577357
1173,15457,4,0.0,0.0,0.003000000026077,0.0,0.9139999747276306,5006,0.8765559792518616,1.0,4,1,1,TP,1,1,16766,4,0.0023145927116274,0.003025465644896,0.3746736049652099,0.0023481391835957,0.4831767678260803,0.4831767678260803,0.5714285969734192,4,1,1,TP,1,1.8916471891641637
1174,15468,4,0.0,0.0,0.0,0.0,0.9570000171661376,5010,0.909175992012024,0.9,4,1,1,TP,1,0,16781,4,0.0001383778144372,0.0060444152913987,0.0211535021662712,0.0012838374823331,0.9649152159690856,0.9649152159690856,0.5,4,1,1,TP,1,0.991797000739595
1175,15471,4,0.0,0.0040000001899898,0.0,0.0,0.9649999737739564,5011,0.9206330180168152,1.0,4,1,1,TP,1,0,16784,4,0.0026400433853268,0.0281363781541585,0.045432798564434,0.0113811707124114,0.8935914635658264,0.8935914635658264,0.5333333611488342,4,1,1,TP,1,1.0799118088294828
1176,15481,4,0.0,0.0,0.0010000000474974,0.0,0.9929999709129332,5014,0.963047981262207,0.8,4,1,1,TP,1,0,16794,4,0.000744211836718,0.0086661977693438,0.2118276208639145,0.0079608671367168,0.7564839124679565,0.7564839124679565,0.6666666865348816,4,1,1,TP,1,1.312651802036828
1177,15496,4,0.0,0.0010000000474974,0.0020000000949949,0.0,0.953000009059906,5021,0.9169510006904602,0.8888888888888888,4,1,1,TP,1,0,16809,4,0.0016470822738483,0.038224559277296,0.0151500105857849,0.0039964294992387,0.5865507125854492,0.5865507125854492,0.5,4,1,1,TP,1,1.6247529644268774
1178,15522,4,0.0,0.0010000000474974,0.0,0.0,0.996999979019165,5029,0.9660549759864808,1.0,4,1,1,TP,1,1,16835,4,0.0058973268605768,0.0239637102931737,0.394268125295639,0.017393147572875,0.5306159853935242,0.5306159853935242,0.7368420958518982,4,1,1,TP,1,1.8789482534713942
1179,15536,4,0.0,0.0140000004321336,0.0020000000949949,0.0,0.9570000171661376,5034,0.9242630004882812,0.8888888888888888,4,1,1,TP,1,0,16849,4,0.0022929448168724,0.0469111874699592,0.2244448065757751,0.0319108292460441,0.6806118488311768,0.6806118488311768,0.5348837375640869,4,1,1,TP,1,1.4060877999840962
1180,15540,4,0.0,0.0020000000949949,0.0010000000474974,0.0,0.9919999837875366,5035,0.9556000232696532,0.8571428571428571,4,1,1,TP,1,0,16853,4,0.0025184496771544,0.0594236962497234,0.2977526187896728,0.0062643215060234,0.614539384841919,0.614539384841919,0.5,4,1,1,TP,1,1.6142171002477144
1181,15558,4,0.0,0.0,0.0,0.0,0.9980000257492064,5041,0.9630150198936462,0.8,4,1,1,TP,1,2,16871,4,0.0019818989094346,0.0033981634769588,0.7839900255203247,0.0026646610349416,0.1911334544420242,0.7839900255203247,0.5714285969734192,2,1,0,FN,1,5.221482699942129
1182,15601,4,0.0,0.0,0.0020000000949949,0.0,0.984000027179718,5055,0.958257019519806,1.0,4,1,1,TP,1,0,16914,4,0.0011127371108159,0.006414508447051,0.2341500967741012,0.0172311812639236,0.6480318307876587,0.6480318307876587,0.6000000238418579,4,1,1,TP,1,1.5184439720865293
1183,15608,4,0.0,0.0,0.003000000026077,0.0,0.9879999756813048,5059,0.9540429711341858,0.8333333333333334,4,1,1,TP,1,0,16924,4,0.0035893896128982,0.0122641790658235,0.6483244895935059,0.0170136261731386,0.2182985544204712,0.6483244895935059,0.5714285969734192,2,1,0,FN,1,4.525911673140489
1184,15611,4,0.0,0.0040000001899898,0.0,0.0,0.9760000109672546,5060,0.9403899908065796,0.8333333333333334,4,1,1,TP,1,0,16927,4,0.0191799569875001,0.0446120463311672,0.0204170066863298,0.0360076054930686,0.8533726334571838,0.8533726334571838,0.6666666865348816,4,1,1,TP,1,1.143697340062667
1185,15642,4,0.0,0.0,0.0,0.0,0.996999979019165,5070,0.9709519743919371,0.8,4,1,1,TP,1,0,16960,4,0.0022368875797837,0.0176839213818311,0.0815659761428833,0.0293422937393188,0.8497059941291809,0.8497059941291809,0.5,4,1,1,TP,1,1.1733469999125263
1186,15661,4,0.0,0.0,0.0,0.0,0.9959999918937684,5076,0.9786999821662904,0.8,4,1,1,TP,1,0,16979,4,0.0021313882898539,0.0167638063430786,0.2622155845165252,0.0088578630238771,0.6949341893196106,0.6949341893196106,0.6666666865348816,4,1,1,TP,1,1.4332292283229329
1187,15664,4,0.0,0.0,0.0,0.0,0.9950000047683716,5077,0.9646490216255188,0.75,4,1,1,TP,1,0,16982,4,0.0024729324504733,0.0044727590866386,0.2343433201313018,0.0337012596428394,0.6810504794120789,0.6810504794120789,0.6000000238418579,4,1,1,TP,1,1.460978348664128
